GameID,Pitcher,Outs,PitchCount,HBP,BB,FirstHitInning,NoHitBid,K,IP,GB,BallsInPlay
"PIT200609132","sheeb001",24,100,0,0,6.00,1,10,8.00,15,6
"SDN200605060","marss002",18,90,0,3,5.33,1,6,6.00,15,4
"SDN200605300","younc003",24,110,0,2,7.00,1,8,8.00,17,2
"SDN200608170","cainm001",16,104,0,6,5.33,1,8,5.33,9,1
"SDN200609220","younc003",26,107,0,3,8.33,1,6,8.67,20,6
"SFN200604240","cainm001",21,97,0,0,5.00,1,3,7.00,23,13
"SFN200606190","cainm001",24,131,0,4,7.67,1,10,8.00,15,6
"SFN200609080","cainm001",21,119,0,3,5.33,1,5,7.00,17,6
"WAS200609040","ortir002",26,95,0,3,8.00,1,5,8.67,22,7
"ANA200705080","lee-c003",27,102,1,2,5.33,1,2,9.00,27,9
"BOS200704110","hernf002",27,111,0,2,7.00,1,6,9.00,21,17
"BOS200708130","waket001",24,100,0,2,6.00,1,6,8.00,19,6
"BOS200709010","buchc001",27,115,1,3,-1.00,3,9,9.00,17,6
"CHA200704180","buehm001",27,106,0,1,-1.00,3,8,9.00,18,11
"CLE200707250","carmf001",24,113,1,2,5.33,1,6,8.00,18,14
"CLE200707280","santj003",21,114,0,1,5.67,1,12,7.00,13,4
"DET200706120","verlj001",27,112,0,4,-1.00,3,12,9.00,14,10
"DET200708210","jurrj001",20,78,0,4,5.33,1,1,6.67,18,7
"KCA200706130","waina001",24,110,0,2,5.67,1,3,8.00,23,11
"KCA200708100","marcs001",20,81,1,2,6.67,1,4,6.67,15,8
"MIN200708312","bakes002",27,111,0,1,8.33,1,9,9.00,19,5
"MIN200709160","jurrj001",16,90,0,1,5.33,1,6,5.33,12,1
"NYA200705050","wangc001",24,103,0,0,7.33,1,4,8.00,21,14
"NYA200706300","gaudc001",21,96,0,3,5.33,1,4,7.00,18,12
"NYA200708290","clemr001",18,98,1,5,5.33,1,2,6.00,17,8
"NYA200708300","wangc001",21,103,0,4,6.00,1,5,7.00,16,10
"OAK200705160","pereo001",18,96,1,2,5.00,1,4,6.00,15,7
"OAK200706070","schic002",27,100,0,0,8.67,1,4,9.00,25,12
"OAK200707200","bedae001",21,105,0,3,5.67,1,11,7.00,11,4
"SEA200704290","baekc001",19,96,0,2,5.67,1,6,6.33,17,7
"TEX200705010","hughp001",19,80,0,3,-1.00,2,6,6.33,11,8
"TOR200705130","marcs001",18,78,0,3,-1.00,2,7,6.00,11,5
"TOR200706240","mcgod001",27,109,0,1,8.00,1,7,9.00,21,14
"TOR200707080","towej001",24,92,0,0,5.67,1,4,8.00,23,12
"ARI200706220","cabrd001",18,109,0,3,5.00,1,6,6.00,15,7
"ATL200706052","vandr001",18,86,0,2,6.00,1,4,6.00,15,5
"ATL200709070","smolj001",21,109,0,2,7.00,1,10,7.00,13,10
"ATL200709220","smolj001",24,109,0,3,5.67,1,8,8.00,17,7
"CHN200705090","marqj001",27,110,0,0,5.33,1,5,9.00,25,7
"CHN200706160","zambc001",27,123,0,5,7.33,1,6,9.00,22,12
"CIN200709270","belim001",21,80,0,1,6.00,1,4,7.00,19,5
"CIN200709290","hillr001",18,79,0,1,5.67,1,4,6.00,15,3
"COL200705110","foggj001",22,99,0,2,5.00,1,5,7.33,22,8
"COL200709300","jimeu001",19,108,1,4,5.33,1,10,6.33,10,2
"FLO200704180","mainj001",21,107,0,4,6.00,1,7,7.00,14,7
"FLO200705060","peavj001",21,106,1,2,5.33,1,10,7.00,13,5
"FLO200705090","tomkb001",20,89,0,2,5.33,1,6,6.67,19,9
"HOU200705170","oswar001",21,105,0,2,5.67,1,6,7.00,18,12
"HOU200705180","tejer001",15,95,1,4,5.00,1,6,5.00,10,4
"MIL200704060","hillr001",21,78,0,0,5.00,1,6,7.00,18,4
"MIL200707140","loper001",21,97,0,2,5.67,1,5,7.00,17,4
"NYN200709080","glavt001",21,86,0,0,5.00,1,4,7.00,19,10
"NYN200709290","mainj001",23,115,0,2,7.67,1,14,7.67,9,2
"PHI200704290","moyej001",22,100,0,2,6.67,1,5,7.33,18,6
"PHI200705160","hamec001",24,114,0,1,6.00,1,11,8.00,15,9
"PHI200706010","morrm001",18,93,0,3,5.67,1,3,6.00,15,11
"PHI200706270","moyej001",18,89,0,3,5.67,1,8,6.00,13,7
"PIT200704280","belim001",27,91,0,0,5.33,1,5,9.00,25,12
"PIT200705120","jamec002",21,99,0,3,6.33,1,3,7.00,18,5
"PIT200706040","lowed001",23,91,0,1,6.00,1,6,7.67,21,17
"SDN200704090","cainm001",21,115,1,5,6.00,1,4,7.00,18,4
"SDN200705140","maddg002",27,96,0,0,5.33,1,5,9.00,26,14
"SFN200709080","welld001",21,75,0,0,5.33,1,4,7.00,21,13
"WAS200704080","hernl003",21,105,0,3,5.67,1,1,7.00,23,8
"WAS200704280","willj003",18,85,0,5,5.33,1,1,6.00,17,9
"WAS200705110","hills003",15,65,0,2,-1.00,2,5,5.00,10,6
"WAS200705140","bergj001",24,110,0,1,7.00,1,10,8.00,16,5
"BOS200805190","lestj001",27,130,0,2,-1.00,3,9,9.00,18,11
"BOS200807290","lackj001",27,120,1,2,8.33,1,4,9.00,25,10
"BOS200809250","lestj001",18,86,1,1,5.00,1,4,6.00,16,10
"CHA200804120","floyg001",22,107,0,4,7.33,1,4,7.33,17,8
"CHA200804261","dankj001",19,92,0,0,5.00,1,4,6.33,19,7
"CHA200805060","floyg001",25,105,0,3,8.33,1,4,8.33,23,10
"CHA200806180","buehm001",24,96,0,2,5.00,1,3,8.00,24,10
"CHA200807060","dankj001",19,106,0,2,5.00,1,9,6.33,14,3
"CHA200808110","dankj001",21,103,1,2,6.33,1,9,7.00,14,4
"CHA200808230","vazqj001",21,90,0,1,5.67,1,4,7.00,22,12
"CHA200809091","burna001",21,112,1,1,5.00,1,7,7.00,18,11
"CLE200804030","dankj001",20,87,0,2,5.00,1,2,6.67,21,13
"CLE200804280","laffa001",17,78,2,1,5.00,1,1,5.67,20,13
"CLE200807270","sowej001",24,101,0,1,5.00,1,5,8.00,21,11
"DET200804050","willd003",15,89,0,7,5.00,1,0,5.00,14,5
"DET200804260","galaa002",18,82,0,2,5.67,1,3,6.00,20,15
"KCA200807230","galaa002",21,87,0,1,6.00,1,7,7.00,17,10
"MIN200807200","bakes002",24,106,0,1,5.67,1,8,8.00,18,5
"MIN200808010","sowej001",20,96,0,0,5.00,1,4,6.67,21,10
"OAK200805240","duchj001",24,101,1,0,6.33,1,4,8.00,21,4
"OAK200809210","morrb001",19,113,0,5,5.33,1,6,6.33,15,4
"SEA200809050","morrb001",23,106,0,3,7.67,1,8,7.67,16,7
"TBA200808190","sante001",21,106,0,2,5.33,1,9,7.00,14,8
"TEX200808150","garzm001",27,119,0,2,5.67,1,9,9.00,19,10
"TOR200808060","marcs001",21,89,0,2,5.00,1,7,7.00,16,6
"ARI200807040","baekc001",18,94,0,1,5.67,1,7,6.00,12,6
"ARI200807210","hardr001",21,112,0,2,5.00,1,10,7.00,12,4
"ARI200808060","karsj001",27,113,0,1,7.67,1,4,9.00,24,11
"CHN200808200","lillt001",21,100,0,2,5.00,1,7,7.00,17,7
"CIN200804030","cuetj001",21,92,0,0,5.00,1,10,7.00,12,4
"CIN200805160","cuetj001",18,96,0,2,5.00,1,7,6.00,15,7
"CIN200806010","cuetj001",21,100,0,1,5.00,1,3,7.00,22,9
"COL200805170","hernl003",22,101,0,0,5.00,1,0,7.33,29,16
"FLO200806120","moyej001",24,102,0,1,5.33,1,3,8.00,23,11
"FLO200806260","garzm001",27,108,0,1,6.00,1,10,9.00,17,8
"FLO200807220","vandr001",15,94,0,5,-1.00,2,7,5.00,8,3
"FLO200808030","olses001",18,94,0,2,5.33,1,6,6.00,12,6
"FLO200809140","balec001",20,98,0,3,5.67,1,5,6.67,18,3
"HOU200808110","sancj002",21,91,1,1,5.00,1,2,7.00,23,10
"HOU200809140","zambc001",27,110,1,1,-1.00,3,10,9.00,16,12
"HOU200809150","lillt001",21,88,0,1,6.00,1,9,7.00,13,5
"LAN200805110","kuroh001",20,96,1,3,6.67,1,5,6.67,16,6
"LAN200806280","weavj003",18,97,1,3,-1.00,2,6,6.00,13,6
"LAN200807070","kuroh001",27,91,0,0,7.00,1,6,9.00,22,15
"LAN200807090","lowed001",23,85,0,1,6.00,1,4,7.67,21,17
"MIL200804050","parrm001",16,95,0,2,5.00,1,7,5.33,14,6
"MIL200806190","bushd001",24,106,1,1,7.00,1,2,8.00,24,10
"MIL200808100","lannj001",18,101,0,5,5.33,1,6,6.00,14,10
"MIL200809070","younc003",27,96,0,0,7.67,1,5,9.00,24,5
"MIL200809270","lillt001",18,80,0,1,6.00,1,4,6.00,17,8
"NYN200805150","pelfm001",23,100,1,3,6.00,1,4,7.67,21,10
"PHI200806040","myerb001",22,115,0,6,6.67,1,8,7.33,14,3
"SDN200804150","wolfr001",21,112,0,4,6.67,1,9,7.00,12,4
"SDN200807290","david002",23,124,0,2,6.67,1,8,7.67,17,11
"SFN200804120","cainm001",20,95,0,3,6.00,1,5,6.67,18,8
"SFN200806170","sancj002",21,101,0,3,5.00,1,8,7.00,18,12
"SLN200807230","sabac001",27,106,0,2,5.67,1,7,9.00,22,13
"WAS200809010","reddt001",17,106,2,3,5.33,1,2,5.67,16,5
"ANA200908090","holld003",27,96,0,1,5.67,1,8,9.00,22,9
"BAL200908310","petta001",24,104,0,0,6.67,1,8,8.00,19,11
"BOS200906060","lestj001",27,107,0,2,6.33,1,11,9.00,18,6
"BOS200909300","hallr001",27,100,1,2,5.33,1,6,9.00,23,13
"CHA200905070","buehm001",24,110,0,2,6.33,1,5,8.00,20,7
"CHA200907230","buehm001",27,116,0,0,-1.00,3,6,9.00,21,11
"CHA200909050","floyg001",24,106,0,0,5.67,1,11,8.00,16,7
"CHA200909250","bonie002",20,94,0,4,5.67,1,3,6.67,18,10
"CLE200906140","lee-c003",27,93,0,2,7.00,1,6,9.00,24,14
"CLE200909130","davik002",18,108,0,6,5.00,1,3,6.00,15,7
"DET200906030","beckj002",23,119,1,2,6.67,1,9,7.67,17,8
"MIN200905030","bakes002",18,104,0,1,6.00,1,4,6.00,19,3
"MIN200907280","buehm001",19,97,1,1,5.67,1,3,6.33,21,15
"NYA200908080","sabac001",23,123,0,2,5.67,1,9,7.67,15,6
"OAK200904120","cahit001",21,97,1,3,6.33,1,3,7.00,18,10
"OAK200904150","waket001",27,111,0,2,7.33,1,4,9.00,28,10
"OAK200907190","andeb004",24,104,0,0,6.67,1,6,8.00,19,11
"SEA200907290","rowlr002",21,89,1,0,6.00,1,4,7.00,20,2
"TBA200904140","burna001",24,103,0,1,6.00,1,9,8.00,17,8
"TBA200904300","garzm001",23,108,0,1,6.00,1,10,7.67,13,7
"TBA200908020","shiej002",22,107,0,4,7.00,1,6,7.33,18,7
"TOR200905040","tallb001",21,94,1,3,6.33,1,5,7.00,22,9
"TOR200906260","romer002",21,106,0,1,6.00,1,7,7.00,15,11
"TOR200908260","rzepm001",18,116,0,5,5.67,1,7,6.00,13,6
"TOR200909040","hallr001",27,111,0,3,5.33,1,9,9.00,19,10
"ATL200906020","wellr001",21,83,1,0,6.67,1,4,7.00,19,5
"ATL200907010","jurrj001",21,97,0,4,6.67,1,6,7.00,17,5
"ATL200908210","sanca004",18,82,0,2,5.33,1,7,6.00,11,6
"CHN200904130","lillt001",20,104,0,2,6.67,1,8,6.67,13,3
"CHN200908110","hardr001",21,87,0,2,5.67,1,6,7.00,17,5
"COL200907050","jimeu001",19,116,0,5,5.67,1,8,6.33,15,8
"COL200908230","linct001",21,121,1,5,5.33,1,7,7.00,17,6
"FLO200904120","johnj009",27,113,0,1,5.33,1,7,9.00,25,16
"FLO200905170","kersc001",21,112,0,4,7.00,1,9,7.00,13,6
"FLO200906080","wests001",24,104,0,1,6.00,1,6,8.00,20,6
"FLO200908140","johnj009",22,114,0,3,6.67,1,11,7.33,12,4
"FLO200908310","johnj009",20,100,0,3,5.67,1,8,6.67,15,8
"LAN200908190","waina001",21,99,0,1,5.33,1,3,7.00,21,12
"MIL200905250","gally001",24,126,0,4,5.00,1,6,8.00,20,9
"MIL200905250","carpc002",24,93,0,0,6.00,1,10,8.00,15,8
"NYN200906270","burna001",21,108,0,3,5.00,1,10,7.00,12,6
"PHI200904230","bushd001",23,113,2,3,7.33,1,4,7.67,20,9
"PHI200908190","lee-c003",27,106,1,0,5.33,1,11,9.00,19,8
"PHI200909170","hamec001",24,109,0,1,5.00,1,10,8.00,19,8
"PIT200908040","petiy001",24,108,0,3,7.00,1,4,8.00,22,6
"SFN200904190","johnr005",21,73,0,2,6.00,1,7,7.00,13,9
"SFN200906210","zitob001",21,94,0,4,6.00,1,8,7.00,14,6
"SFN200907090","linct001",20,108,0,4,6.00,1,8,6.67,14,8
"SFN200907100","sancj002",27,110,0,0,-1.00,3,11,9.00,17,6
"SFN200907310","lee-c003",27,109,0,2,5.33,1,6,9.00,23,11
"SLN200904090","carpc002",21,92,0,2,6.67,1,7,7.00,17,13
"SLN200908020","norrb001",21,91,0,4,5.00,1,5,7.00,18,9
"WAS200909230","billc001",18,87,0,4,5.67,1,9,6.00,10,7
"ANA201007030","chenb001",22,94,0,1,6.00,1,3,7.33,21,10
"BAL201008170","frenl001",23,107,0,3,5.33,1,3,7.67,22,11
"CHA201005080","peavj001",24,119,0,0,5.33,1,8,8.00,19,9
"CHA201007080","dankj001",27,111,0,0,6.00,1,7,9.00,23,10
"CHA201008010","floyg001",21,110,0,3,5.33,1,5,7.00,20,10
"CHA201009170","jacke001",19,103,0,4,5.67,1,5,6.33,16,6
"CLE201005030","cecib001",24,111,0,2,6.67,1,10,8.00,15,9
"CLE201009110","blacn001",24,94,0,2,5.00,1,3,8.00,25,17
"DET201006020","galaa002",27,88,0,0,8.67,1,3,9.00,25,15
"KCA201004260","davik002",18,108,0,3,5.33,1,5,6.00,14,8
"MIN201008150","slowk001",21,106,1,3,-1.00,2,5,7.00,16,6
"NYA201009250","lestj001",21,102,0,3,5.33,1,8,7.00,13,8
"OAK201004210","hughp001",22,101,0,2,7.00,1,10,7.33,13,4
"OAK201005030","hardr001",21,108,0,0,5.33,1,9,7.00,15,6
"OAK201005090","bradd002",27,109,0,0,-1.00,3,6,9.00,21,7
"OAK201008160","marcs001",27,103,1,1,6.00,1,5,9.00,23,8
"SEA201004120","rowlr002",21,96,0,5,5.00,1,1,7.00,21,9
"SEA201004190","fistd001",21,95,1,1,6.00,1,3,7.00,20,11
"SEA201005020","fistd001",24,100,0,0,5.33,1,3,8.00,24,15
"SEA201005070","weavj003",22,118,0,3,6.67,1,7,7.33,17,10
"SEA201007100","vazqj001",21,117,0,2,5.67,1,7,7.00,17,4
"SEA201007220","lackj001",24,116,1,1,7.67,1,6,8.00,20,8
"SEA201007240","lestj001",23,124,0,1,5.33,1,13,7.67,15,11
"SEA201009030","frenl001",21,99,0,3,6.33,1,4,7.00,16,2
"SEA201009170","hernf002",24,98,0,1,7.00,1,8,8.00,19,9
"TBA201004100","sabac001",23,111,0,2,7.67,1,5,7.67,19,11
"TBA201006080","niemj001",27,114,1,1,5.33,1,6,9.00,22,11
"TBA201006250","jacke001",27,149,1,8,-1.00,3,6,9.00,21,11
"TBA201007260","garzm001",27,120,0,1,-1.00,3,6,9.00,20,8
"TBA201007260","schem001",17,108,0,4,5.67,1,8,5.67,11,3
"TEX201004050","marcs001",21,93,1,1,6.33,1,6,7.00,17,5
"TEX201007100","tillc001",22,109,0,1,6.33,1,3,7.33,21,12
"TEX201008230","hardr001",20,111,0,5,-1.00,2,6,6.67,12,4
"TEX201009120","lee-c003",24,109,0,3,5.33,1,5,8.00,20,13
"TOR201004130","romer002",24,101,1,2,7.00,1,12,8.00,13,10
"TOR201004190","morrb001",21,90,0,2,5.33,1,8,7.00,14,9
"TOR201005310","morrb001",21,91,0,2,5.67,1,1,7.00,20,9
"TOR201006060","vazqj001",21,106,0,4,5.67,1,9,7.00,13,4
"TOR201007110","litsj001",21,99,0,1,5.67,1,5,7.00,20,10
"TOR201008080","morrb001",27,137,0,2,8.67,1,17,9.00,12,3
"ATL201004170","jimeu001",27,128,0,6,-1.00,3,7,9.00,18,7
"CHN201005100","lillt001",21,92,0,0,5.33,1,1,7.00,27,13
"CHN201006130","lillt001",24,108,2,1,8.00,1,3,8.00,21,5
"CHN201006130","floyg001",24,109,0,3,6.67,1,9,8.00,16,11
"CHN201007030","wellr001",23,99,0,1,6.00,1,5,7.67,22,9
"CHN201008080","woodt004",19,77,0,2,5.33,1,3,6.33,20,7
"CIN201004230","corrk001",17,97,0,3,5.00,1,5,5.67,14,8
"CIN201005090","leakm001",21,91,0,1,5.00,1,6,7.00,18,12
"CIN201009280","rodrw002",18,108,1,4,5.00,1,8,6.00,12,7
"CIN201010010","woodt004",19,103,1,1,5.33,1,6,6.33,16,5
"COL201009240","linct001",24,106,0,0,5.00,1,9,8.00,17,12
"COL201009260","cainm001",27,113,0,1,7.33,1,8,9.00,23,13
"FLO201005060","cainm001",21,108,0,3,5.67,1,6,7.00,18,7
"FLO201005290","hallr001",27,115,0,0,-1.00,3,11,9.00,16,8
"HOU201009170","rodrw002",18,120,0,6,5.00,1,10,6.00,11,3
"LAN201007110","padiv001",24,106,1,1,5.00,1,6,8.00,19,7
"LAN201008040","padiv001",27,105,0,2,6.33,1,9,9.00,19,10
"LAN201008300","kuroh001",23,102,1,2,7.33,1,7,7.67,16,5
"LAN201009010","oswar001",19,115,0,6,5.67,1,6,6.33,15,5
"LAN201010020","billc001",22,113,1,1,5.00,1,9,7.33,17,8
"MIL201006240","gally001",27,122,0,0,5.33,1,12,9.00,20,10
"NYN201008130","dickr001",27,105,0,1,5.33,1,7,9.00,21,8
"PHI201005220","matsd001",24,112,0,4,7.67,1,5,8.00,18,5
"PHI201006070","hamec001",24,121,0,2,6.33,1,6,8.00,20,10
"PHI201007100","woodt004",27,109,0,0,8.00,1,8,9.00,20,5
"PHI201008070","santj003",22,102,0,3,5.67,1,6,7.33,21,8
"SDN201005160","leblw001",21,99,0,3,5.33,1,4,7.00,17,8
"SDN201006280","jimeu001",18,98,0,4,5.00,1,7,6.00,15,5
"SDN201007310","nolar001",25,114,0,1,5.00,1,7,8.33,22,7
"SFN201005130","latom001",27,106,0,0,5.00,1,6,9.00,22,11
"SLN201004170","garcj004",21,97,0,2,5.00,1,5,7.00,17,12
"SLN201009190","waina001",24,114,0,3,5.00,1,7,8.00,22,9
"WAS201005060","olses001",22,97,0,1,7.33,1,8,7.33,17,11
"WAS201009070","gee-d001",21,86,0,3,5.00,1,4,7.00,19,11
"ANA201104210","beckj002",24,125,0,2,5.00,1,5,8.00,21,11
"ANA201109070","willj003",24,84,0,1,5.00,1,5,8.00,20,12
"BAL201106100","arrij001",21,98,0,3,5.00,1,4,7.00,16,9
"BAL201107220","sante001",23,105,0,1,5.33,1,1,7.67,26,13
"BAL201108060","morrb001",23,98,1,1,5.00,1,6,7.67,22,8
"CHA201104110","buehm001",24,99,0,1,5.00,1,1,8.00,24,12
"CHA201105030","lirif001",27,123,0,6,-1.00,3,2,9.00,22,9
"CHA201106260","humbp001",20,109,1,3,5.00,1,4,6.67,18,10
"CHA201108140","dankj001",18,105,0,4,5.67,1,6,6.00,16,7
"CHA201109250","floyg001",24,121,0,2,5.00,1,10,8.00,16,7
"CLE201105200","woodt004",16,94,1,2,5.33,1,3,5.33,15,7
"CLE201106180","carrc003",19,102,0,1,5.00,1,4,6.33,19,12
"CLE201106210","chacj001",20,115,0,6,5.33,1,7,6.67,14,11
"CLE201107040","tomlj001",21,90,0,1,6.00,1,5,7.00,20,10
"CLE201107270","sante001",27,105,0,1,-1.00,3,10,9.00,18,13
"DET201104230","pennb002",21,95,1,2,5.33,1,3,7.00,19,12
"DET201105050","burna001",21,113,2,1,5.00,1,5,7.00,21,14
"DET201105130","verlj001",24,105,0,3,5.67,1,7,8.00,19,8
"DET201106140","verlj001",27,117,1,1,7.33,1,12,9.00,16,10
"DET201107310","verlj001",24,114,0,2,7.67,1,9,8.00,18,9
"DET201108300","fistd001",23,94,0,0,6.00,1,6,7.67,21,14
"KCA201104200","hochl001",18,107,0,3,5.00,1,4,6.00,19,11
"KCA201106060","paulf001",20,99,1,3,5.00,1,4,6.67,19,14
"MIN201104282","niemj001",21,84,0,1,6.00,1,2,7.00,20,9
"MIN201105130","romer002",26,101,0,3,5.67,1,8,8.67,21,16
"MIN201105280","swara001",24,105,0,2,7.33,1,4,8.00,21,9
"MIN201106120","lirif001",24,97,0,0,7.00,1,9,8.00,18,10
"MIN201109052","stewz001",27,114,0,0,7.00,1,9,9.00,19,9
"MIN201109210","slowk001",20,87,0,0,5.67,1,6,6.67,21,6
"NYA201104250","humbp001",21,100,1,2,6.33,1,5,7.00,16,10
"NYA201107260","sabac001",21,102,0,3,6.33,1,14,7.00,8,5
"OAK201106150","hochl001",21,91,0,2,5.00,1,0,7.00,24,15
"OAK201108130","cahit001",22,97,0,0,5.33,1,4,7.33,25,15
"OAK201108210","perel001",18,80,0,2,5.33,1,4,6.00,14,8
"OAK201109070","moscg001",26,129,0,1,7.67,1,4,8.67,25,4
"OAK201109180","moscg001",18,110,0,2,5.00,1,8,6.00,12,4
"SEA201105030","bedae001",21,103,0,2,5.00,1,3,7.00,21,12
"SEA201106170","pinem001",18,92,1,3,5.67,1,5,6.00,14,6
"SEA201107140","holld003",27,118,0,1,5.00,1,8,9.00,24,9
"SEA201107300","pinem001",19,110,1,4,5.67,1,10,6.33,9,3
"SEA201107310","hellj001",21,109,0,1,5.00,1,2,7.00,24,7
"TBA201104020","tillc001",18,101,0,3,-1.00,2,5,6.00,13,4
"TBA201108020","romer002",24,109,1,4,5.00,1,7,8.00,17,11
"TEX201107220","lewic001",20,105,0,2,5.00,1,5,6.67,18,6
"TEX201109010","wilsc004",18,88,1,1,5.00,1,8,6.00,11,4
"TOR201104020","drabk001",21,101,0,3,5.33,1,7,7.00,14,11
"TOR201105070","verlj001",27,108,0,1,-1.00,3,4,9.00,22,12
"ATL201104130","johnj009",22,109,0,3,7.33,1,9,7.33,14,9
"ATL201105140","jurrj001",22,107,0,1,5.67,1,6,7.33,18,8
"ATL201107010","jurrj001",27,112,0,1,6.33,1,8,9.00,20,12
"ATL201108160","delgr001",18,74,0,1,6.00,1,4,6.00,14,4
"CHN201107020","garzm001",27,114,0,2,5.33,1,7,9.00,23,12
"CHN201108090","wangc001",18,81,1,2,5.00,1,1,6.00,17,12
"COL201104180","linct001",23,115,0,3,6.33,1,10,7.67,15,12
"COL201109190","luebc001",21,119,0,3,5.67,1,9,7.00,13,4
"FLO201104010","johnj009",20,92,0,2,6.00,1,3,6.67,20,11
"FLO201104220","sanca004",27,123,0,3,8.00,1,9,9.00,18,9
"FLO201104240","johnj009",21,117,0,3,5.67,1,6,7.00,17,5
"FLO201105080","sanca004",21,117,1,0,6.00,1,11,7.00,13,6
"FLO201106080","lowed001",20,86,0,2,6.33,1,5,6.67,17,14
"FLO201106090","volsc001",20,113,0,2,5.00,1,7,6.67,18,13
"HOU201106080","norrb001",24,104,0,5,6.67,1,2,8.00,20,10
"HOU201109040","marcs001",21,99,0,1,5.33,1,8,7.00,15,3
"LAN201107040","delar003",21,98,0,1,5.00,1,5,7.00,21,11
"LAN201107090","haraa001",18,95,0,3,-1.00,2,6,6.00,11,8
"NYN201105190","gee-d001",23,107,0,3,5.67,1,3,7.67,21,11
"NYN201109241","dickr001",21,101,0,1,6.33,1,4,7.00,19,8
"PHI201105060","lowed001",18,97,0,1,6.00,1,4,6.00,16,8
"PHI201106240","worlv001",18,105,0,4,5.67,1,4,6.00,15,9
"PHI201106240","moscg001",21,106,0,3,5.33,1,2,7.00,21,7
"PHI201106280","lee-c003",27,112,0,2,5.00,1,5,9.00,22,10
"PHI201109070","oswar001",21,116,0,4,5.00,1,7,7.00,18,10
"PIT201104130","corrk001",18,78,0,2,5.00,1,1,6.00,22,10
"PIT201105220","porcr001",24,84,0,2,5.00,1,3,8.00,21,10
"SDN201109260","latom001",21,103,0,1,5.33,1,9,7.00,14,5
"SFN201105080","voger001",19,99,0,1,5.00,1,4,6.33,17,9
"SFN201105100","linct001",24,113,0,2,5.33,1,9,8.00,18,8
"SFN201106050","hammj002",21,81,0,2,5.67,1,4,7.00,19,6
"SLN201105060","garcj004",27,102,0,1,7.33,1,8,9.00,20,9
"SLN201105070","gally001",24,118,0,4,7.00,1,6,8.00,18,12
"SLN201107310","westj001",18,77,0,3,5.67,1,3,6.00,18,10
"WAS201104140","zimmj003",21,85,0,0,5.00,1,4,7.00,23,12
"WAS201106230","marqj001",24,108,0,3,5.33,1,4,8.00,22,14
"ANA201205020","weavj003",27,121,0,1,-1.00,3,9,9.00,19,5
"ANA201206160","sante001",27,102,0,1,6.67,1,5,9.00,23,9
"BAL201204080","hammj002",24,97,0,3,7.00,1,5,8.00,19,14
"BAL201208150","cooka002",16,71,0,3,5.33,1,1,5.33,19,14
"CHA201204290","floyg001",20,111,0,1,6.33,1,9,6.67,14,7
"CLE201204070","jimeu001",21,95,0,3,6.67,1,3,7.00,19,6
"CLE201209150","sanca004",20,95,1,0,6.67,1,7,6.67,15,6
"DET201205180","verlj001",27,109,0,2,8.33,1,12,9.00,16,10
"DET201208040","fistd001",27,107,0,0,5.67,1,6,9.00,25,10
"KCA201206120","mendl001",18,74,1,2,6.00,1,4,6.00,15,7
"KCA201208190","guthj001",23,103,0,1,7.67,1,5,7.67,21,10
"KCA201209030","darvy001",21,87,0,1,5.67,1,6,7.00,18,8
"MIN201206150","lirif001",18,104,1,4,5.33,1,6,6.00,12,7
"MIN201209100","dedus001",21,108,0,3,5.33,1,6,7.00,18,11
"MIN201209150","lirif001",21,100,1,2,6.67,1,9,7.00,12,4
"NYA201206080","kuroh001",21,91,0,1,5.67,1,7,7.00,15,10
"NYA201208140","kuroh001",27,109,0,2,6.00,1,5,9.00,22,17
"NYA201209210","sabac001",24,113,1,2,5.00,1,11,8.00,16,6
"OAK201206040","parkj001",24,111,0,3,7.00,1,6,8.00,16,8
"OAK201206160","rosst001",18,95,1,4,5.67,1,6,6.00,12,3
"SEA201204210","humbp001",27,96,0,0,-1.00,3,9,9.00,18,5
"SEA201206080","millk004",18,68,0,1,-1.00,2,6,6.00,11,4
"SEA201207030","chenw001",22,97,0,0,6.33,1,9,7.33,15,3
"SEA201208150","hernf002",27,113,0,0,-1.00,3,12,9.00,15,8
"TBA201209170","cobba001",18,101,1,3,5.67,1,4,6.00,16,10
"TEX201206120","lewic001",27,105,0,1,5.33,1,7,9.00,23,8
"TEX201208240","harrm001",24,118,0,2,6.67,1,5,8.00,22,12
"TOR201204270","romer002",20,117,0,3,5.00,1,5,6.67,20,9
"TOR201209030","saunj001",19,94,0,2,5.67,1,2,6.33,20,7
"ATL201206160","hammj002",27,103,0,2,6.67,1,8,9.00,20,10
"ATL201209050","minom001",21,108,0,4,6.00,1,7,7.00,15,8
"CHN201207310","burna001",27,108,1,2,7.67,1,8,9.00,20,11
"CIN201206260","arrob001",23,105,1,1,7.33,1,4,7.67,22,7
"COL201204120","bumgm001",22,117,0,2,5.33,1,2,7.33,23,13
"COL201205180","millk004",27,113,1,1,5.67,1,7,9.00,21,14
"HOU201204300","dickr001",18,77,0,2,5.00,1,6,6.00,16,10
"HOU201206280","casha001",19,101,0,1,6.33,1,9,6.33,12,4
"MIA201204040","lohsk001",22,90,1,0,6.00,1,3,7.33,20,8
"MIA201204290","milew001",19,97,0,2,5.00,1,6,6.33,15,6
"MIA201206130","doubf001",21,99,0,1,5.67,1,9,7.00,15,2
"MIA201208120","capuc001",24,102,0,3,6.33,1,10,8.00,14,4
"MIL201206050","dempr002",21,101,0,0,5.00,1,3,7.00,21,9
